sender,receiver,timestamp,message_length
605,368,2021-06-15 09:43:40,84
605,726,2021-06-15 09:45:14,38
605,368,2021-06-15 09:48:31,54
605,368,2021-06-15 09:53:54,85
605,368,2021-06-15 09:59:03,15
605,413,2021-06-15 10:03:34,20
605,368,2021-06-15 10:06:02,48
605,726,2021-06-15 10:07:58,88
605,368,2021-06-15 10:09:58,39
605,337,2021-06-15 10:12:07,30
260,567,2021-06-15 10:54:03,25
260,571,2021-06-15 10:54:13,81
260,283,2021-06-15 10:55:17,53
260,174,2021-06-15 10:57:32,67
260,236,2021-06-15 10:58:05,71
260,688,2021-06-15 10:58:51,61
128,236,2021-06-15 11:15:48,38
128,715,2021-06-15 11:22:39,85
128,236,2021-06-15 12:31:15,15
509,616,2021-06-15 18:09:12,15
509,454,2021-06-15 18:13:39,21
509,316,2021-06-15 18:15:35,44
509,302,2021-06-15 18:18:35,66
509,306,2021-06-15 18:22:07,55
509,260,2021-06-15 18:25:04,84
286,400,2021-06-15 19:57:04,12
605,88,2021-06-15 20:05:14,27
260,509,2021-06-15 20:13:19,45
260,283,2021-06-15 20:15:47,32
260,103,2021-06-15 20:16:33,44
605,124,2021-06-15 20:31:24,75
605,124,2021-06-15 20:39:10,87
605,124,2021-06-15 20:46:48,87
605,124,2021-06-15 20:58:20,12
752,502,2021-06-15 21:09:00,57
752,502,2021-06-15 21:17:47,87
752,502,2021-06-15 21:22:06,72
752,502,2021-06-15 21:28:20,64
752,502,2021-06-15 21:50:15,10
605,124,2021-06-15 21:59:14,85
317,617,2021-06-15 22:11:06,26
317,739,2021-06-15 22:13:08,40
317,617,2021-06-15 22:13:39,48
605,124,2021-06-15 22:18:05,44
605,124,2021-06-15 22:19:50,64
509,454,2021-06-15 23:12:10,85
389,727,2021-06-15 23:16:55,30
389,236,2021-06-15 23:17:50,68
389,73,2021-06-15 23:18:28,62
389,482,2021-06-15 23:20:59,20
389,236,2021-06-15 23:47:33,59
734,727,2021-06-16 01:15:18,85
643,758,2021-06-16 01:15:57,51
586,758,2021-06-16 03:13:45,73
586,183,2021-06-16 03:17:30,16
586,504,2021-06-16 03:20:36,59
586,454,2021-06-16 03:25:56,43
605,272,2021-06-16 03:27:57,11
605,74,2021-06-16 03:30:34,22
177,394,2021-06-16 03:31:24,74
177,514,2021-06-16 03:32:18,16
605,74,2021-06-16 03:32:49,75
162,161,2021-06-16 03:36:31,53
605,617,2021-06-16 04:27:13,49
725,474,2021-06-16 05:16:40,21
509,616,2021-06-16 06:34:31,63
509,454,2021-06-16 06:34:57,27
509,272,2021-06-16 06:35:40,71
509,316,2021-06-16 06:36:18,25
509,306,2021-06-16 06:37:32,52
509,272,2021-06-16 06:37:56,63
509,592,2021-06-16 06:42:36,73
509,364,2021-06-16 06:44:38,54
509,592,2021-06-16 06:45:11,31
509,140,2021-06-16 06:47:55,62
509,758,2021-06-16 06:48:43,47
605,272,2021-06-16 07:32:01,84
586,758,2021-06-16 07:35:46,25
605,317,2021-06-16 07:41:35,83
509,454,2021-06-16 07:46:40,51
605,341,2021-06-16 07:55:15,51
509,389,2021-06-16 07:58:35,40
509,454,2021-06-16 07:59:39,38
389,482,2021-06-16 08:02:49,69
389,236,2021-06-16 08:03:53,88
389,727,2021-06-16 08:04:28,77
389,73,2021-06-16 08:04:54,27
605,511,2021-06-16 08:15:52,57
776,401,2021-06-16 08:17:27,54
605,400,2021-06-16 08:18:20,54
776,773,2021-06-16 08:19:33,81
605,272,2021-06-16 08:20:06,47
605,400,2021-06-16 08:22:52,36
605,644,2021-06-16 08:26:59,49
605,400,2021-06-16 08:28:48,31
586,774,2021-06-16 08:29:29,24
586,768,2021-06-16 08:33:40,30
605,644,2021-06-16 08:33:48,78
586,774,2021-06-16 08:35:36,73
605,400,2021-06-16 08:36:25,71
605,272,2021-06-16 08:45:25,56
605,644,2021-06-16 08:48:51,83
586,774,2021-06-16 08:54:55,53
286,400,2021-06-16 08:56:20,42
128,372,2021-06-16 08:59:10,39
586,454,2021-06-16 08:59:30,28
386,514,2021-06-16 08:59:37,17
286,400,2021-06-16 09:04:25,27
128,372,2021-06-16 09:23:07,67
598,652,2021-06-16 09:34:24,50
598,652,2021-06-16 09:34:51,15
605,289,2021-06-16 09:35:57,67
128,629,2021-06-16 09:36:26,28
605,289,2021-06-16 09:41:50,49
389,372,2021-06-16 09:44:15,84
389,184,2021-06-16 09:44:35,20
605,289,2021-06-16 09:44:50,61
598,289,2021-06-16 09:47:14,49
286,339,2021-06-16 09:47:57,12
128,542,2021-06-16 09:52:06,78
483,583,2021-06-16 10:08:21,56
483,782,2021-06-16 10:09:24,12
128,542,2021-06-16 11:01:40,24
128,687,2021-06-16 11:03:00,47
128,542,2021-06-16 11:07:26,35
128,542,2021-06-16 11:12:01,54
128,236,2021-06-16 11:16:25,80
128,542,2021-06-16 11:17:02,43
128,542,2021-06-16 11:26:58,34
128,542,2021-06-16 11:35:00,82
128,542,2021-06-16 11:47:15,22
128,542,2021-06-16 12:05:24,21
128,542,2021-06-16 12:05:36,46
752,278,2021-06-16 19:04:19,29
422,297,2021-06-16 19:10:14,72
177,514,2021-06-16 19:30:46,12
586,309,2021-06-16 19:46:44,55
586,309,2021-06-16 19:49:07,43
598,342,2021-06-16 19:55:09,13
586,784,2021-06-16 21:06:56,31
605,734,2021-06-16 21:08:19,19
586,598,2021-06-16 21:10:30,67
337,649,2021-06-16 21:13:10,81
509,364,2021-06-16 21:13:39,15
337,769,2021-06-16 21:13:52,53
586,534,2021-06-16 21:15:54,79
586,244,2021-06-16 21:17:36,17
128,629,2021-06-16 21:27:37,50
509,364,2021-06-16 21:44:22,67
509,316,2021-06-16 21:44:43,19
509,454,2021-06-16 21:45:18,20
725,719,2021-06-16 21:45:24,76
605,617,2021-06-16 21:48:30,23
605,337,2021-06-16 21:49:22,81
605,332,2021-06-16 21:50:49,34
128,687,2021-06-16 21:54:14,61
128,372,2021-06-16 22:05:45,57
705,788,2021-06-16 22:22:19,58
705,788,2021-06-16 22:23:06,76
705,803,2021-06-16 22:29:05,50
705,803,2021-06-16 22:29:21,87
752,502,2021-06-16 22:31:22,50
586,804,2021-06-16 22:33:57,49
483,325,2021-06-16 23:14:19,11
483,583,2021-06-16 23:14:39,21
483,583,2021-06-16 23:14:52,44
483,194,2021-06-16 23:15:06,62
483,782,2021-06-16 23:16:43,53
317,343,2021-06-16 23:47:14,17
483,325,2021-06-16 23:59:38,21
128,372,2021-06-17 00:03:36,56
605,341,2021-06-17 00:47:23,20
586,504,2021-06-17 00:49:19,35
469,806,2021-06-17 01:07:45,69
605,617,2021-06-17 01:16:13,65
605,617,2021-06-17 01:18:32,46
605,617,2021-06-17 01:23:38,54
605,272,2021-06-17 01:24:57,61
705,299,2021-06-17 01:32:55,73
586,244,2021-06-17 01:34:30,66
586,183,2021-06-17 01:36:06,53
586,504,2021-06-17 01:45:24,63
586,244,2021-06-17 02:20:28,58
586,244,2021-06-17 02:21:23,72
605,734,2021-06-17 02:28:03,28
705,712,2021-06-17 03:28:52,40
705,712,2021-06-17 03:28:58,59
815,364,2021-06-17 03:31:33,32
586,244,2021-06-17 04:06:01,18
586,815,2021-06-17 04:07:59,76
586,816,2021-06-17 04:08:28,74
725,547,2021-06-17 04:35:35,55
389,598,2021-06-17 04:36:08,25
389,448,2021-06-17 04:42:00,26
389,640,2021-06-17 04:44:49,39
725,547,2021-06-17 04:46:22,66
725,547,2021-06-17 04:53:31,70
128,372,2021-06-17 05:16:23,57
605,734,2021-06-17 05:24:56,88
605,74,2021-06-17 05:25:46,35
605,734,2021-06-17 05:27:51,44
389,29,2021-06-17 05:31:19,66
605,272,2021-06-17 05:32:33,44
605,272,2021-06-17 05:37:46,43
605,32,2021-06-17 05:46:25,21
705,299,2021-06-17 05:55:08,14
605,224,2021-06-17 05:55:59,33
605,224,2021-06-17 06:01:15,59
605,224,2021-06-17 06:03:32,55
605,194,2021-06-17 06:09:37,83
605,74,2021-06-17 06:30:28,12
605,74,2021-06-17 06:30:46,75
605,263,2021-06-17 06:53:32,36
605,263,2021-06-17 06:57:43,47
605,263,2021-06-17 07:00:08,36
605,263,2021-06-17 07:04:10,51
705,825,2021-06-17 07:07:12,30
586,504,2021-06-17 07:13:11,33
605,74,2021-06-17 07:15:59,70
386,343,2021-06-17 07:18:24,54
386,790,2021-06-17 07:19:42,59
605,32,2021-06-17 07:21:39,46
586,244,2021-06-17 07:22:33,32
605,32,2021-06-17 07:24:30,69
605,32,2021-06-17 07:26:35,81
605,32,2021-06-17 07:28:11,58
128,372,2021-06-17 07:41:46,21
605,32,2021-06-17 07:44:09,74
605,32,2021-06-17 07:47:06,81
605,73,2021-06-17 07:47:58,57
128,372,2021-06-17 07:51:08,36
337,769,2021-06-17 08:08:31,15
128,372,2021-06-17 08:08:56,82
605,337,2021-06-17 08:13:15,39
598,644,2021-06-17 08:39:57,29
598,68,2021-06-17 08:40:20,54
598,124,2021-06-17 08:44:32,83
643,638,2021-06-17 08:54:06,15
605,557,2021-06-17 09:00:20,52
605,29,2021-06-17 09:03:53,24
605,795,2021-06-17 09:10:53,45
605,557,2021-06-17 09:14:31,60
605,29,2021-06-17 09:15:17,78
605,263,2021-06-17 09:16:16,69
605,29,2021-06-17 09:21:16,36
605,557,2021-06-17 09:22:16,35
586,832,2021-06-17 09:24:57,78
605,557,2021-06-17 09:29:31,10
605,32,2021-06-17 09:31:35,86
605,596,2021-06-17 09:33:10,56
605,557,2021-06-17 09:37:05,60
605,462,2021-06-17 09:39:01,47
605,557,2021-06-17 09:41:47,64
605,462,2021-06-17 09:43:04,18
605,462,2021-06-17 09:47:36,84
605,557,2021-06-17 09:48:37,14
605,462,2021-06-17 09:50:38,60
605,462,2021-06-17 09:56:02,10
605,462,2021-06-17 10:03:18,75
605,29,2021-06-17 10:11:27,34
605,29,2021-06-17 10:14:49,72
605,640,2021-06-17 10:16:01,66
605,704,2021-06-17 10:16:19,65
605,704,2021-06-17 10:16:52,84
605,704,2021-06-17 10:17:16,64
605,704,2021-06-17 10:17:36,75
605,704,2021-06-17 10:20:16,44
605,462,2021-06-17 10:20:48,84
605,442,2021-06-17 10:21:45,75
605,704,2021-06-17 10:22:38,51
605,704,2021-06-17 10:23:08,55
605,704,2021-06-17 10:25:23,18
605,704,2021-06-17 10:26:21,86
605,704,2021-06-17 10:27:08,13
605,704,2021-06-17 10:27:38,41
605,704,2021-06-17 10:28:03,52
605,704,2021-06-17 10:30:21,30
605,704,2021-06-17 10:31:51,54
605,704,2021-06-17 10:33:23,54
605,704,2021-06-17 10:33:47,36
605,704,2021-06-17 10:35:22,86
605,704,2021-06-17 10:38:01,39
605,704,2021-06-17 10:39:04,13
605,372,2021-06-17 10:39:50,84
605,704,2021-06-17 10:41:17,74
605,704,2021-06-17 10:42:31,21
605,372,2021-06-17 10:43:08,40
605,704,2021-06-17 10:45:15,44
605,372,2021-06-17 10:45:30,51
605,704,2021-06-17 10:46:31,64
605,704,2021-06-17 10:46:55,13
605,704,2021-06-17 10:47:48,18
605,704,2021-06-17 10:48:45,10
605,704,2021-06-17 10:51:23,51
605,704,2021-06-17 10:53:36,11
605,317,2021-06-17 10:55:01,21
605,704,2021-06-17 10:55:39,27
605,704,2021-06-17 10:57:57,88
605,681,2021-06-17 10:58:31,14
128,542,2021-06-17 11:25:12,30
128,542,2021-06-17 12:10:21,84
422,297,2021-06-17 12:24:32,30
422,297,2021-06-17 12:25:01,76
337,605,2021-06-17 18:03:04,79
509,364,2021-06-17 18:17:39,36
509,306,2021-06-17 18:22:11,33
586,504,2021-06-17 19:19:49,50
586,687,2021-06-17 19:20:33,88
586,244,2021-06-17 19:22:19,49
317,605,2021-06-17 19:58:46,27
337,771,2021-06-17 20:15:43,20
337,777,2021-06-17 20:39:51,49
605,681,2021-06-17 21:03:24,57
605,73,2021-06-17 21:03:47,41
605,337,2021-06-17 21:04:25,71
605,704,2021-06-17 21:04:41,31
605,317,2021-06-17 21:05:05,20
586,244,2021-06-17 21:43:50,55
605,704,2021-06-17 21:59:08,67
469,463,2021-06-17 22:02:53,25
389,644,2021-06-17 23:09:13,53
389,640,2021-06-17 23:09:46,13
389,830,2021-06-17 23:10:20,58
605,350,2021-06-18 02:30:05,70
605,73,2021-06-18 03:21:25,13
605,704,2021-06-18 03:22:10,52
605,60,2021-06-18 03:23:12,10
605,272,2021-06-18 03:24:44,36
605,73,2021-06-18 03:27:26,66
725,728,2021-06-18 04:03:56,12
128,715,2021-06-18 04:28:50,16
389,74,2021-06-18 04:37:16,73
389,830,2021-06-18 04:37:54,35
869,823,2021-06-18 05:17:31,70
389,830,2021-06-18 05:51:41,74
776,793,2021-06-18 05:53:17,36
776,401,2021-06-18 05:54:02,53
469,806,2021-06-18 07:14:55,56
469,598,2021-06-18 07:19:10,82
422,391,2021-06-18 07:20:24,41
516,617,2021-06-18 08:17:22,36
605,704,2021-06-18 08:42:14,87
605,103,2021-06-18 08:48:40,49
605,103,2021-06-18 08:51:47,34
605,103,2021-06-18 08:57:50,39
605,770,2021-06-18 08:58:57,50
605,770,2021-06-18 09:00:34,11
605,103,2021-06-18 09:01:39,86
605,770,2021-06-18 09:02:55,64
605,770,2021-06-18 09:05:26,84
605,254,2021-06-18 09:24:42,33
605,254,2021-06-18 09:27:12,27
605,254,2021-06-18 09:30:01,81
605,254,2021-06-18 09:31:19,14
605,254,2021-06-18 09:32:29,27
605,254,2021-06-18 09:34:47,48
605,254,2021-06-18 09:37:18,75
605,254,2021-06-18 09:38:39,14
605,881,2021-06-18 09:39:09,34
605,830,2021-06-18 09:40:27,34
605,830,2021-06-18 09:48:45,54
605,881,2021-06-18 09:49:20,73
605,254,2021-06-18 09:49:49,61
605,830,2021-06-18 09:53:51,13
605,881,2021-06-18 09:56:43,68
605,830,2021-06-18 09:57:39,65
605,73,2021-06-18 09:59:10,77
605,881,2021-06-18 09:59:45,14
605,830,2021-06-18 10:01:12,58
605,830,2021-06-18 10:03:51,82
605,830,2021-06-18 10:06:27,39
605,830,2021-06-18 10:09:57,32
605,881,2021-06-18 10:11:02,44
260,174,2021-06-18 10:16:03,68
605,830,2021-06-18 10:16:37,74
260,704,2021-06-18 10:16:44,29
260,103,2021-06-18 10:17:53,45
605,830,2021-06-18 10:18:09,71
260,174,2021-06-18 10:18:59,55
605,830,2021-06-18 10:21:34,47
605,830,2021-06-18 10:23:54,19
260,283,2021-06-18 10:25:19,29
260,688,2021-06-18 10:26:10,85
260,250,2021-06-18 10:27:07,10
605,830,2021-06-18 10:27:41,28
260,338,2021-06-18 10:27:53,40
605,830,2021-06-18 10:30:17,11
605,830,2021-06-18 10:33:11,57
605,830,2021-06-18 10:35:07,75
370,765,2021-06-18 10:44:06,50
317,605,2021-06-18 10:53:04,16
598,194,2021-06-18 11:33:05,16
734,400,2021-06-18 18:11:29,22
598,252,2021-06-18 19:38:52,29
598,830,2021-06-18 19:39:14,40
598,342,2021-06-18 19:40:32,13
598,469,2021-06-18 19:41:03,19
598,687,2021-06-18 19:41:34,86
598,68,2021-06-18 19:43:00,50
598,194,2021-06-18 19:43:53,69
260,9,2021-06-18 20:34:09,21
173,400,2021-06-18 20:37:31,79
173,749,2021-06-18 20:44:51,49
586,598,2021-06-18 21:39:17,55
509,364,2021-06-18 22:10:00,77
509,513,2021-06-18 22:10:54,61
509,707,2021-06-18 22:13:35,58
586,768,2021-06-18 23:22:49,26
389,41,2021-06-18 23:47:43,27
389,640,2021-06-18 23:48:13,20
389,640,2021-06-18 23:49:28,72
389,242,2021-06-18 23:50:16,42
389,194,2021-06-18 23:50:50,40
389,830,2021-06-18 23:51:48,33
422,194,2021-06-19 00:56:13,76
586,768,2021-06-19 04:10:00,80
128,629,2021-06-19 05:09:42,32
128,629,2021-06-19 05:10:54,27
734,131,2021-06-19 05:54:51,58
734,103,2021-06-19 05:56:00,35
734,103,2021-06-19 06:04:32,31
734,103,2021-06-19 06:07:05,13
734,103,2021-06-19 06:12:00,38
734,103,2021-06-19 06:14:04,87
734,103,2021-06-19 06:15:58,86
734,103,2021-06-19 06:23:52,31
734,103,2021-06-19 06:28:48,27
483,768,2021-06-19 08:08:53,56
422,386,2021-06-19 08:30:54,73
422,768,2021-06-19 08:36:58,27
422,835,2021-06-19 08:39:50,46
237,711,2021-06-19 09:15:48,39
237,308,2021-06-19 09:50:29,68
725,928,2021-06-19 09:51:56,76
598,794,2021-06-19 10:00:37,40
725,928,2021-06-19 10:07:45,35
128,934,2021-06-19 10:22:25,60
370,278,2021-06-19 10:33:07,73
408,254,2021-06-19 11:12:45,51
408,388,2021-06-19 11:16:39,53
408,388,2021-06-19 11:33:24,83
734,617,2021-06-19 20:41:07,30
586,308,2021-06-19 22:01:41,51
586,538,2021-06-19 22:06:11,41
128,715,2021-06-19 23:04:17,49
725,928,2021-06-19 23:31:15,34
509,513,2021-06-19 23:41:45,40
509,272,2021-06-19 23:42:10,63
586,308,2021-06-19 23:46:55,67
586,952,2021-06-19 23:49:35,61
725,928,2021-06-20 03:22:44,64
725,928,2021-06-20 03:53:37,46
725,928,2021-06-20 04:35:05,39
725,928,2021-06-20 05:02:08,63
725,928,2021-06-20 05:29:52,74
725,840,2021-06-20 05:41:41,39
734,617,2021-06-20 05:42:27,17
725,840,2021-06-20 06:02:28,84
725,840,2021-06-20 06:11:17,82
725,928,2021-06-20 06:14:40,21
586,952,2021-06-20 06:16:49,16
586,654,2021-06-20 06:19:09,71
586,538,2021-06-20 06:20:48,86
586,840,2021-06-20 06:21:39,41
516,194,2021-06-20 07:16:17,11
389,242,2021-06-20 07:29:34,39
389,830,2021-06-20 07:31:05,84
725,928,2021-06-20 07:31:20,40
389,619,2021-06-20 07:31:31,45
389,41,2021-06-20 07:32:09,13
389,498,2021-06-20 07:32:48,71
389,830,2021-06-20 07:37:40,38
389,498,2021-06-20 07:38:28,63
586,840,2021-06-20 07:48:17,25
586,654,2021-06-20 07:50:20,51
586,654,2021-06-20 07:51:00,15
725,928,2021-06-20 07:53:29,65
586,815,2021-06-20 07:54:42,26
586,969,2021-06-20 07:56:29,56
725,952,2021-06-20 08:01:01,47
725,952,2021-06-20 08:01:11,55
586,840,2021-06-20 08:04:27,56
725,697,2021-06-20 08:17:20,77
173,194,2021-06-20 08:23:41,23
815,364,2021-06-20 08:23:42,12
815,176,2021-06-20 08:28:00,21
815,176,2021-06-20 08:31:52,65
815,176,2021-06-20 08:37:10,39
815,283,2021-06-20 08:38:28,76
815,364,2021-06-20 08:39:09,53
144,805,2021-06-20 08:41:31,56
144,142,2021-06-20 08:49:21,50
144,189,2021-06-20 08:50:16,49
144,121,2021-06-20 08:53:59,84
144,41,2021-06-20 09:07:13,39
977,346,2021-06-20 09:13:22,71
337,297,2021-06-20 09:13:32,46
337,966,2021-06-20 09:14:33,85
586,978,2021-06-20 09:16:25,27
337,297,2021-06-20 09:33:25,31
605,704,2021-06-20 11:10:36,10
605,272,2021-06-20 11:10:58,63
815,191,2021-06-21 09:37:27,13
173,68,2021-06-21 15:25:23,87
586,654,2021-06-21 16:44:59,49
586,654,2021-06-21 16:54:29,18
586,654,2021-06-21 16:54:55,23
422,389,2021-06-21 17:16:52,38
586,626,2021-06-21 17:55:49,44
586,513,2021-06-21 17:59:04,29
586,402,2021-06-21 18:00:21,77
586,626,2021-06-21 18:03:03,26
586,194,2021-06-21 18:06:05,35
586,783,2021-06-21 18:08:36,51
286,400,2021-06-21 18:36:24,15
586,513,2021-06-21 18:39:08,82
598,794,2021-06-21 18:43:09,14
337,297,2021-06-21 18:55:49,32
337,840,2021-06-21 19:03:50,23
598,542,2021-06-21 19:32:52,25
598,542,2021-06-21 19:33:27,64
598,652,2021-06-21 19:41:51,87
598,19,2021-06-21 19:42:26,76
598,652,2021-06-21 19:56:12,65
815,191,2021-06-21 20:12:10,79
869,498,2021-06-21 20:16:25,48
815,364,2021-06-21 20:28:01,79
337,840,2021-06-21 20:35:28,25
586,783,2021-06-21 20:45:05,12
586,783,2021-06-21 20:45:25,88
586,783,2021-06-21 20:50:11,88
586,513,2021-06-21 20:50:40,35
337,504,2021-06-21 20:51:26,41
389,830,2021-06-21 20:58:54,12
389,498,2021-06-21 21:00:26,25
389,41,2021-06-21 21:00:37,34
389,652,2021-06-21 21:01:08,25
389,242,2021-06-21 21:01:52,51
389,797,2021-06-21 21:02:46,83
389,422,2021-06-21 21:03:14,32
389,830,2021-06-21 21:07:16,52
389,652,2021-06-21 21:08:01,72
337,504,2021-06-21 21:55:39,56
337,504,2021-06-21 22:03:58,18
509,272,2021-06-21 23:09:58,80
509,364,2021-06-21 23:11:24,85
815,993,2021-06-21 23:12:43,42
509,272,2021-06-22 00:25:20,55
509,454,2021-06-22 00:26:36,65
509,364,2021-06-22 00:29:25,61
260,174,2021-06-22 03:26:06,32
260,950,2021-06-22 03:26:48,57
260,950,2021-06-22 03:27:40,18
260,949,2021-06-22 03:28:20,66
286,991,2021-06-22 03:33:55,10
483,782,2021-06-22 03:58:24,53
586,513,2021-06-22 03:59:10,49
586,244,2021-06-22 04:00:35,20
483,768,2021-06-22 04:00:38,78
586,687,2021-06-22 04:00:52,55
586,978,2021-06-22 04:02:57,82
483,193,2021-06-22 04:06:17,10
586,687,2021-06-22 04:09:56,23
483,193,2021-06-22 04:22:19,72
332,527,2021-06-22 04:36:42,12
332,308,2021-06-22 04:37:06,85
483,193,2021-06-22 04:37:39,73
1005,32,2021-06-22 04:42:24,28
483,193,2021-06-22 04:45:02,36
483,193,2021-06-22 04:46:52,40
1005,878,2021-06-22 04:55:23,75
1005,372,2021-06-22 04:58:00,47
317,840,2021-06-22 05:04:49,31
317,311,2021-06-22 05:05:49,16
586,513,2021-06-22 05:11:59,39
586,244,2021-06-22 05:14:15,26
869,498,2021-06-22 05:14:27,47
389,652,2021-06-22 05:18:15,56
389,830,2021-06-22 05:26:41,15
389,652,2021-06-22 05:27:09,78
389,830,2021-06-22 05:28:54,63
317,408,2021-06-22 05:29:41,22
317,1011,2021-06-22 05:35:19,88
317,394,2021-06-22 05:40:11,18
469,463,2021-06-22 05:43:12,21
469,598,2021-06-22 05:44:53,70
815,1004,2021-06-22 06:01:50,28
128,934,2021-06-22 06:07:41,69
605,272,2021-06-22 06:19:55,50
337,840,2021-06-22 06:56:24,84
337,297,2021-06-22 06:57:28,49
337,297,2021-06-22 07:02:45,86
144,121,2021-06-22 07:04:26,55
144,189,2021-06-22 07:06:31,11
144,142,2021-06-22 07:11:24,47
337,297,2021-06-22 07:11:37,82
144,515,2021-06-22 07:15:18,60
144,1017,2021-06-22 07:16:37,44
144,1004,2021-06-22 07:17:41,55
144,1018,2021-06-22 07:18:34,79
144,1004,2021-06-22 07:23:01,54
144,1017,2021-06-22 07:24:08,75
144,1004,2021-06-22 07:34:47,34
144,1022,2021-06-22 07:38:40,35
586,687,2021-06-22 07:44:48,80
144,834,2021-06-22 07:45:24,36
144,479,2021-06-22 07:54:30,25
144,1023,2021-06-22 08:00:24,23
144,479,2021-06-22 08:05:40,84
144,996,2021-06-22 08:16:48,12
483,768,2021-06-22 08:23:03,22
144,103,2021-06-22 08:26:50,29
144,975,2021-06-22 08:33:09,61
1005,482,2021-06-22 08:54:55,57
509,454,2021-06-22 16:09:22,63
509,140,2021-06-22 16:19:32,33
509,236,2021-06-22 16:20:51,35
509,236,2021-06-22 16:22:01,17
509,260,2021-06-22 16:22:49,53
509,364,2021-06-22 16:23:20,66
509,364,2021-06-22 16:25:05,11
509,513,2021-06-22 16:47:04,28
509,707,2021-06-22 16:49:41,70
260,950,2021-06-22 17:06:38,15
260,949,2021-06-22 17:09:04,75
260,174,2021-06-22 17:11:40,53
260,509,2021-06-22 17:12:31,59
1028,260,2021-06-22 17:13:33,77
408,254,2021-06-22 18:47:21,76
586,1029,2021-06-22 19:52:06,77
337,297,2021-06-22 20:11:18,15
598,542,2021-06-22 20:14:46,49
386,422,2021-06-22 21:36:33,39
509,260,2021-06-22 22:44:36,48
1028,1032,2021-06-22 22:44:55,52
815,498,2021-06-23 00:31:05,49
422,386,2021-06-23 00:57:22,26
725,952,2021-06-23 01:24:47,71
725,697,2021-06-23 01:31:30,32
286,991,2021-06-23 01:45:47,20
286,400,2021-06-23 01:52:51,84
725,707,2021-06-23 02:03:13,40
815,1022,2021-06-23 02:15:15,50
815,996,2021-06-23 02:18:12,53
598,542,2021-06-23 02:30:55,88
815,176,2021-06-23 03:01:47,67
815,283,2021-06-23 03:05:02,78
332,63,2021-06-23 03:21:34,82
815,498,2021-06-23 03:35:13,26
815,498,2021-06-23 04:02:38,56
162,30,2021-06-23 04:03:55,35
725,204,2021-06-23 04:04:10,57
128,934,2021-06-23 05:04:46,68
605,272,2021-06-23 05:20:06,15
605,810,2021-06-23 05:20:44,45
605,277,2021-06-23 05:23:04,70
605,277,2021-06-23 05:38:06,72
605,557,2021-06-23 05:38:39,70
605,277,2021-06-23 05:39:41,16
144,834,2021-06-23 05:42:39,21
605,277,2021-06-23 05:47:42,74
605,557,2021-06-23 05:48:38,25
605,277,2021-06-23 05:49:31,85
605,830,2021-06-23 05:50:50,37
605,277,2021-06-23 05:52:46,83
605,830,2021-06-23 05:54:47,73
605,277,2021-06-23 05:55:10,62
605,557,2021-06-23 05:58:58,73
483,768,2021-06-23 06:00:11,33
605,830,2021-06-23 06:34:26,56
643,638,2021-06-23 07:34:00,39
643,323,2021-06-23 07:34:10,40
586,517,2021-06-23 07:53:35,50
586,517,2021-06-23 07:55:47,43
586,1039,2021-06-23 07:58:40,45
144,873,2021-06-23 08:59:23,21
144,996,2021-06-23 09:00:48,51
144,975,2021-06-23 09:04:03,84
144,479,2021-06-23 09:09:35,62
144,991,2021-06-23 09:29:27,73
1021,981,2021-06-23 09:35:07,88
1054,639,2021-06-23 10:12:10,18
1054,687,2021-06-23 10:29:04,49
752,598,2021-06-23 16:43:45,64
586,460,2021-06-23 16:49:53,28
752,1032,2021-06-23 17:02:52,37
752,986,2021-06-23 17:15:03,41
752,513,2021-06-23 17:41:29,10
752,513,2021-06-23 17:41:38,24
144,142,2021-06-23 18:11:11,36
586,460,2021-06-23 18:35:14,41
586,460,2021-06-23 18:56:08,71
1054,392,2021-06-23 18:58:12,18
815,283,2021-06-24 08:54:24,71
509,454,2021-06-24 16:04:31,79
509,364,2021-06-24 16:04:59,12
509,389,2021-06-24 16:05:31,27
509,389,2021-06-24 16:05:57,20
509,583,2021-06-24 16:14:13,26
509,583,2021-06-24 16:22:13,78
586,616,2021-06-24 17:43:41,38
586,194,2021-06-24 17:45:16,46
586,1065,2021-06-24 19:51:58,87
586,394,2021-06-24 22:30:21,76
389,498,2021-06-24 22:34:56,69
389,830,2021-06-24 22:36:05,75
389,667,2021-06-24 22:36:17,88
389,242,2021-06-24 22:36:44,87
509,454,2021-06-24 23:21:47,81
598,542,2021-06-24 23:35:51,50
598,542,2021-06-24 23:36:40,56
422,394,2021-06-25 00:14:13,76
469,463,2021-06-25 03:58:50,23
1080,638,2021-06-25 05:36:42,71
1080,1072,2021-06-25 05:46:04,12
1080,638,2021-06-25 06:04:33,78
483,176,2021-06-25 06:12:25,24
422,308,2021-06-25 07:42:35,23
260,1028,2021-06-25 07:55:46,36
260,949,2021-06-25 07:56:54,57
389,242,2021-06-25 08:06:07,80
389,830,2021-06-25 08:07:19,17
144,834,2021-06-25 08:16:10,79
1080,1072,2021-06-25 08:50:51,31
422,1060,2021-06-25 10:06:11,22
260,949,2021-06-25 18:08:09,14
509,306,2021-06-25 18:15:05,22
509,389,2021-06-25 18:17:25,41
509,194,2021-06-25 18:18:49,72
286,1000,2021-06-25 18:22:02,53
509,1039,2021-06-25 18:32:08,10
509,595,2021-06-25 18:33:51,19
509,872,2021-06-25 18:35:05,44
389,509,2021-06-25 19:31:32,11
