GeoFips,GeoName,LineCode,Description,Income
13269,"Taylor, GA",2,Population (persons) 1/,8330
13269,"Taylor, GA",3,Per capita personal income (dollars) 2/,26128
13271,"Telfair, GA",1,Personal income (thousands of dollars),316623
13271,"Telfair, GA",2,Population (persons) 1/,16400
13271,"Telfair, GA",3,Per capita personal income (dollars) 2/,19306
13273,"Terrell, GA",1,Personal income (thousands of dollars),347882
13273,"Terrell, GA",2,Population (persons) 1/,9113
13273,"Terrell, GA",3,Per capita personal income (dollars) 2/,38174
13275,"Thomas, GA",1,Personal income (thousands of dollars),1738261
13275,"Thomas, GA",2,Population (persons) 1/,45063
13275,"Thomas, GA",3,Per capita personal income (dollars) 2/,38574
13277,"Tift, GA",1,Personal income (thousands of dollars),1523082
13277,"Tift, GA",2,Population (persons) 1/,40764
13277,"Tift, GA",3,Per capita personal income (dollars) 2/,37363
13279,"Toombs, GA",1,Personal income (thousands of dollars),898222
13279,"Toombs, GA",2,Population (persons) 1/,27241
13279,"Toombs, GA",3,Per capita personal income (dollars) 2/,32973
13281,"Towns, GA",1,Personal income (thousands of dollars),344494
13281,"Towns, GA",2,Population (persons) 1/,11182
13281,"Towns, GA",3,Per capita personal income (dollars) 2/,30808
13283,"Treutlen, GA",1,Personal income (thousands of dollars),175120
13283,"Treutlen, GA",2,Population (persons) 1/,6785
13283,"Treutlen, GA",3,Per capita personal income (dollars) 2/,25810
13285,"Troup, GA",1,Personal income (thousands of dollars),2367785
13285,"Troup, GA",2,Population (persons) 1/,69763
13285,"Troup, GA",3,Per capita personal income (dollars) 2/,33940
13287,"Turner, GA",1,Personal income (thousands of dollars),263237
13287,"Turner, GA",2,Population (persons) 1/,8214
13287,"Turner, GA",3,Per capita personal income (dollars) 2/,32047
13289,"Twiggs, GA",1,Personal income (thousands of dollars),294131
13289,"Twiggs, GA",2,Population (persons) 1/,8390
13289,"Twiggs, GA",3,Per capita personal income (dollars) 2/,35057
13291,"Union, GA",1,Personal income (thousands of dollars),761853
13291,"Union, GA",2,Population (persons) 1/,22267
13291,"Union, GA",3,Per capita personal income (dollars) 2/,34214
13293,"Upson, GA",1,Personal income (thousands of dollars),826115
13293,"Upson, GA",2,Population (persons) 1/,26368
13293,"Upson, GA",3,Per capita personal income (dollars) 2/,31330
13295,"Walker, GA",1,Personal income (thousands of dollars),2026475
13295,"Walker, GA",2,Population (persons) 1/,68066
13295,"Walker, GA",3,Per capita personal income (dollars) 2/,29772
13297,"Walton, GA",1,Personal income (thousands of dollars),3025275
13297,"Walton, GA",2,Population (persons) 1/,88399
13297,"Walton, GA",3,Per capita personal income (dollars) 2/,34223
13299,"Ware, GA",1,Personal income (thousands of dollars),1081879
13299,"Ware, GA",2,Population (persons) 1/,35370
13299,"Ware, GA",3,Per capita personal income (dollars) 2/,30587
13301,"Warren, GA",1,Personal income (thousands of dollars),166998
13301,"Warren, GA",2,Population (persons) 1/,5460
13301,"Warren, GA",3,Per capita personal income (dollars) 2/,30586
13303,"Washington, GA",1,Personal income (thousands of dollars),615176
13303,"Washington, GA",2,Population (persons) 1/,20816
13303,"Washington, GA",3,Per capita personal income (dollars) 2/,29553
13305,"Wayne, GA",1,Personal income (thousands of dollars),934775
13305,"Wayne, GA",2,Population (persons) 1/,29534
13305,"Wayne, GA",3,Per capita personal income (dollars) 2/,31651
13307,"Webster, GA",1,Personal income (thousands of dollars),69714
13307,"Webster, GA",2,Population (persons) 1/,2648
13307,"Webster, GA",3,Per capita personal income (dollars) 2/,26327
13309,"Wheeler, GA",1,Personal income (thousands of dollars),126507
13309,"Wheeler, GA",2,Population (persons) 1/,7903
13309,"Wheeler, GA",3,Per capita personal income (dollars) 2/,16007
13311,"White, GA",1,Personal income (thousands of dollars),874239
13311,"White, GA",2,Population (persons) 1/,28319
13311,"White, GA",3,Per capita personal income (dollars) 2/,30871
13313,"Whitfield, GA",1,Personal income (thousands of dollars),3472181
13313,"Whitfield, GA",2,Population (persons) 1/,104216
13313,"Whitfield, GA",3,Per capita personal income (dollars) 2/,33317
13315,"Wilcox, GA",1,Personal income (thousands of dollars),228012
13315,"Wilcox, GA",2,Population (persons) 1/,8857
13315,"Wilcox, GA",3,Per capita personal income (dollars) 2/,25744
13317,"Wilkes, GA",1,Personal income (thousands of dollars),289599
13317,"Wilkes, GA",2,Population (persons) 1/,9867
13317,"Wilkes, GA",3,Per capita personal income (dollars) 2/,29350
13319,"Wilkinson, GA",1,Personal income (thousands of dollars),293127
13319,"Wilkinson, GA",2,Population (persons) 1/,9155
13319,"Wilkinson, GA",3,Per capita personal income (dollars) 2/,32018
13321,"Worth, GA",1,Personal income (thousands of dollars),616065
13321,"Worth, GA",2,Population (persons) 1/,20699
13321,"Worth, GA",3,Per capita personal income (dollars) 2/,29763
15001,"Hawaii, HI",1,Personal income (thousands of dollars),7067347
15001,"Hawaii, HI",2,Population (persons) 1/,196428
15001,"Hawaii, HI",3,Per capita personal income (dollars) 2/,35979
15003,"Honolulu, HI",1,Personal income (thousands of dollars),52054617
15003,"Honolulu, HI",2,Population (persons) 1/,998714
15003,"Honolulu, HI",3,Per capita personal income (dollars) 2/,52122
15007,"Kauai, HI",1,Personal income (thousands of dollars),3017871
15007,"Kauai, HI",2,Population (persons) 1/,71735
15007,"Kauai, HI",3,Per capita personal income (dollars) 2/,42070
15901,"Maui + Kalawao, HI",1,Personal income (thousands of dollars),6989266
15901,"Maui + Kalawao, HI",2,Population (persons) 1/,164726
15901,"Maui + Kalawao, HI",3,Per capita personal income (dollars) 2/,42430
16001,"Ada, ID",1,Personal income (thousands of dollars),19996512
16001,"Ada, ID",2,Population (persons) 1/,434211
16001,"Ada, ID",3,Per capita personal income (dollars) 2/,46053
16003,"Adams, ID",1,Personal income (thousands of dollars),141422
16003,"Adams, ID",2,Population (persons) 1/,3843
16003,"Adams, ID",3,Per capita personal income (dollars) 2/,36800
16005,"Bannock, ID",1,Personal income (thousands of dollars),2792385
16005,"Bannock, ID",2,Population (persons) 1/,83744
16005,"Bannock, ID",3,Per capita personal income (dollars) 2/,33344
16007,"Bear Lake, ID",1,Personal income (thousands of dollars),212407
16007,"Bear Lake, ID",2,Population (persons) 1/,5922
16007,"Bear Lake, ID",3,Per capita personal income (dollars) 2/,35867
16009,"Benewah, ID",1,Personal income (thousands of dollars),290874
16009,"Benewah, ID",2,Population (persons) 1/,9052
16009,"Benewah, ID",3,Per capita personal income (dollars) 2/,32134
16011,"Bingham, ID",1,Personal income (thousands of dollars),1503641
16011,"Bingham, ID",2,Population (persons) 1/,44990
16011,"Bingham, ID",3,Per capita personal income (dollars) 2/,33422
16013,"Blaine, ID",1,Personal income (thousands of dollars),1889214
16013,"Blaine, ID",2,Population (persons) 1/,21592
16013,"Blaine, ID",3,Per capita personal income (dollars) 2/,87496
16015,"Boise, ID",1,Personal income (thousands of dollars),259935
16015,"Boise, ID",2,Population (persons) 1/,7058
16015,"Boise, ID",3,Per capita personal income (dollars) 2/,36828
16017,"Bonner, ID",1,Personal income (thousands of dollars),1449741
16017,"Bonner, ID",2,Population (persons) 1/,41859
16017,"Bonner, ID",3,Per capita personal income (dollars) 2/,34634
16019,"Bonneville, ID",1,Personal income (thousands of dollars),4383093
16019,"Bonneville, ID",2,Population (persons) 1/,110089
16019,"Bonneville, ID",3,Per capita personal income (dollars) 2/,39814
16021,"Boundary, ID",1,Personal income (thousands of dollars),354065
16021,"Boundary, ID",2,Population (persons) 1/,11318
16021,"Boundary, ID",3,Per capita personal income (dollars) 2/,31283
16023,"Butte, ID",1,Personal income (thousands of dollars),83799
16023,"Butte, ID",2,Population (persons) 1/,2501
16023,"Butte, ID",3,Per capita personal income (dollars) 2/,33506
16025,"Camas, ID",1,Personal income (thousands of dollars),42033
16025,"Camas, ID",2,Population (persons) 1/,1066
16025,"Camas, ID",3,Per capita personal income (dollars) 2/,39431
16027,"Canyon, ID",1,Personal income (thousands of dollars),5862857
16027,"Canyon, ID",2,Population (persons) 1/,207478
16027,"Canyon, ID",3,Per capita personal income (dollars) 2/,28258
16029,"Caribou, ID",1,Personal income (thousands of dollars),262642
16029,"Caribou, ID",2,Population (persons) 1/,6770
16029,"Caribou, ID",3,Per capita personal income (dollars) 2/,38795
16031,"Cassia, ID",1,Personal income (thousands of dollars),1006596
16031,"Cassia, ID",2,Population (persons) 1/,23506
16031,"Cassia, ID",3,Per capita personal income (dollars) 2/,42823
16033,"Clark, ID",1,Personal income (thousands of dollars),23302
16033,"Clark, ID",2,Population (persons) 1/,880
16033,"Clark, ID",3,Per capita personal income (dollars) 2/,26480
16035,"Clearwater, ID",1,Personal income (thousands of dollars),287890
16035,"Clearwater, ID",2,Population (persons) 1/,8496
16035,"Clearwater, ID",3,Per capita personal income (dollars) 2/,33885
16037,"Custer, ID",1,Personal income (thousands of dollars),177373
16037,"Custer, ID",2,Population (persons) 1/,4087
16037,"Custer, ID",3,Per capita personal income (dollars) 2/,43399
16039,"Elmore, ID",1,Personal income (thousands of dollars),901798
16039,"Elmore, ID",2,Population (persons) 1/,25876
16039,"Elmore, ID",3,Per capita personal income (dollars) 2/,34851
16041,"Franklin, ID",1,Personal income (thousands of dollars),419111
16041,"Franklin, ID",2,Population (persons) 1/,13074
16041,"Franklin, ID",3,Per capita personal income (dollars) 2/,32057
16043,"Fremont (includes Yellowstone Park), ID",1,Personal income (thousands of dollars),446466
16043,"Fremont (includes Yellowstone Park), ID",2,Population (persons) 1/,12819
16043,"Fremont (includes Yellowstone Park), ID",3,Per capita personal income (dollars) 2/,34828
16045,"Gem, ID",1,Personal income (thousands of dollars),555494
16045,"Gem, ID",2,Population (persons) 1/,16852
16045,"Gem, ID",3,Per capita personal income (dollars) 2/,32963
16047,"Gooding, ID",1,Personal income (thousands of dollars),844917
16047,"Gooding, ID",2,Population (persons) 1/,15284
16047,"Gooding, ID",3,Per capita personal income (dollars) 2/,55281
16049,"Idaho, ID",1,Personal income (thousands of dollars),499725
16049,"Idaho, ID",2,Population (persons) 1/,16272
16049,"Idaho, ID",3,Per capita personal income (dollars) 2/,30711
16051,"Jefferson, ID",1,Personal income (thousands of dollars),825771
16051,"Jefferson, ID",2,Population (persons) 1/,27157
16051,"Jefferson, ID",3,Per capita personal income (dollars) 2/,30407
16053,"Jerome, ID",1,Personal income (thousands of dollars),853664
16053,"Jerome, ID",2,Population (persons) 1/,22814
16053,"Jerome, ID",3,Per capita personal income (dollars) 2/,37418
16055,"Kootenai, ID",1,Personal income (thousands of dollars),5804150
16055,"Kootenai, ID",2,Population (persons) 1/,150346
16055,"Kootenai, ID",3,Per capita personal income (dollars) 2/,38605
16057,"Latah, ID",1,Personal income (thousands of dollars),1412480
16057,"Latah, ID",2,Population (persons) 1/,38778
16057,"Latah, ID",3,Per capita personal income (dollars) 2/,36425
16059,"Lemhi, ID",1,Personal income (thousands of dollars),285114
16059,"Lemhi, ID",2,Population (persons) 1/,7735
16059,"Lemhi, ID",3,Per capita personal income (dollars) 2/,36860
16061,"Lewis, ID",1,Personal income (thousands of dollars),170386
16061,"Lewis, ID",2,Population (persons) 1/,3789
16061,"Lewis, ID",3,Per capita personal income (dollars) 2/,44969
16063,"Lincoln, ID",1,Personal income (thousands of dollars),191224
16063,"Lincoln, ID",2,Population (persons) 1/,5297
16063,"Lincoln, ID",3,Per capita personal income (dollars) 2/,36100
16065,"Madison, ID",1,Personal income (thousands of dollars),897734
16065,"Madison, ID",2,Population (persons) 1/,38273
16065,"Madison, ID",3,Per capita personal income (dollars) 2/,23456
16067,"Minidoka, ID",1,Personal income (thousands of dollars),769613
16067,"Minidoka, ID",2,Population (persons) 1/,20461
16067,"Minidoka, ID",3,Per capita personal income (dollars) 2/,37614
16069,"Nez Perce, ID",1,Personal income (thousands of dollars),1576194
16069,"Nez Perce, ID",2,Population (persons) 1/,40048
16069,"Nez Perce, ID",3,Per capita personal income (dollars) 2/,39358
16071,"Oneida, ID",1,Personal income (thousands of dollars),137231
16071,"Oneida, ID",2,Population (persons) 1/,4281
16071,"Oneida, ID",3,Per capita personal income (dollars) 2/,32056
16073,"Owyhee, ID",1,Personal income (thousands of dollars),371722
16073,"Owyhee, ID",2,Population (persons) 1/,11310
16073,"Owyhee, ID",3,Per capita personal income (dollars) 2/,32867
16075,"Payette, ID",1,Personal income (thousands of dollars),802387
16075,"Payette, ID",2,Population (persons) 1/,22896
16075,"Payette, ID",3,Per capita personal income (dollars) 2/,35045
16077,"Power, ID",1,Personal income (thousands of dollars),275471
16077,"Power, ID",2,Population (persons) 1/,7648
16077,"Power, ID",3,Per capita personal income (dollars) 2/,36019
16079,"Shoshone, ID",1,Personal income (thousands of dollars),437965
16079,"Shoshone, ID",2,Population (persons) 1/,12432
16079,"Shoshone, ID",3,Per capita personal income (dollars) 2/,35229
16081,"Teton, ID",1,Personal income (thousands of dollars),327729
16081,"Teton, ID",2,Population (persons) 1/,10564
16081,"Teton, ID",3,Per capita personal income (dollars) 2/,31023
16083,"Twin Falls, ID",1,Personal income (thousands of dollars),2889612
16083,"Twin Falls, ID",2,Population (persons) 1/,82375
16083,"Twin Falls, ID",3,Per capita personal income (dollars) 2/,35079
16085,"Valley, ID",1,Personal income (thousands of dollars),463751
16085,"Valley, ID",2,Population (persons) 1/,10103
16085,"Valley, ID",3,Per capita personal income (dollars) 2/,45902
16087,"Washington, ID",1,Personal income (thousands of dollars),355916
16087,"Washington, ID",2,Population (persons) 1/,9984
16087,"Washington, ID",3,Per capita personal income (dollars) 2/,35649
17001,"Adams, IL",1,Personal income (thousands of dollars),2772291
17001,"Adams, IL",2,Population (persons) 1/,67013
17001,"Adams, IL",3,Per capita personal income (dollars) 2/,41369
17003,"Alexander, IL",1,Personal income (thousands of dollars),210258
17003,"Alexander, IL",2,Population (persons) 1/,6780
17003,"Alexander, IL",3,Per capita personal income (dollars) 2/,31012
17005,"Bond, IL",1,Personal income (thousands of dollars),568403
17005,"Bond, IL",2,Population (persons) 1/,16950
17005,"Bond, IL",3,Per capita personal income (dollars) 2/,33534
17007,"Boone, IL",1,Personal income (thousands of dollars),2217146
17007,"Boone, IL",2,Population (persons) 1/,53585
17007,"Boone, IL",3,Per capita personal income (dollars) 2/,41376
17009,"Brown, IL",1,Personal income (thousands of dollars),184318
17009,"Brown, IL",2,Population (persons) 1/,6829
17009,"Brown, IL",3,Per capita personal income (dollars) 2/,26990
17011,"Bureau, IL",1,Personal income (thousands of dollars),1291297
17011,"Bureau, IL",2,Population (persons) 1/,33587
17011,"Bureau, IL",3,Per capita personal income (dollars) 2/,38446
17013,"Calhoun, IL",1,Personal income (thousands of dollars),176366
17013,"Calhoun, IL",2,Population (persons) 1/,4899
17013,"Calhoun, IL",3,Per capita personal income (dollars) 2/,36000
17015,"Carroll, IL",1,Personal income (thousands of dollars),602357
17015,"Carroll, IL",2,Population (persons) 1/,14616
17015,"Carroll, IL",3,Per capita personal income (dollars) 2/,41212
17017,"Cass, IL",1,Personal income (thousands of dollars),481542
17017,"Cass, IL",2,Population (persons) 1/,12847
17017,"Cass, IL",3,Per capita personal income (dollars) 2/,37483
17019,"Champaign, IL",1,Personal income (thousands of dollars),8822908
17019,"Champaign, IL",2,Population (persons) 1/,208861
17019,"Champaign, IL",3,Per capita personal income (dollars) 2/,42243
17021,"Christian, IL",1,Personal income (thousands of dollars),1223312
17021,"Christian, IL",2,Population (persons) 1/,33642
17021,"Christian, IL",3,Per capita personal income (dollars) 2/,36363
17023,"Clark, IL",1,Personal income (thousands of dollars),592790
17023,"Clark, IL",2,Population (persons) 1/,15979
17023,"Clark, IL",3,Per capita personal income (dollars) 2/,37098
17025,"Clay, IL",1,Personal income (thousands of dollars),461132
17025,"Clay, IL",2,Population (persons) 1/,13428
17025,"Clay, IL",3,Per capita personal income (dollars) 2/,34341
17027,"Clinton, IL",1,Personal income (thousands of dollars),1560556
17027,"Clinton, IL",2,Population (persons) 1/,37786
17027,"Clinton, IL",3,Per capita personal income (dollars) 2/,41300
17029,"Coles, IL",1,Personal income (thousands of dollars),1907807
17029,"Coles, IL",2,Population (persons) 1/,52521
17029,"Coles, IL",3,Per capita personal income (dollars) 2/,36325
17031,"Cook, IL",1,Personal income (thousands of dollars),286602765
17031,"Cook, IL",2,Population (persons) 1/,5238216
17031,"Cook, IL",3,Per capita personal income (dollars) 2/,54714
17033,"Crawford, IL",1,Personal income (thousands of dollars),812912
17033,"Crawford, IL",2,Population (persons) 1/,19414
17033,"Crawford, IL",3,Per capita personal income (dollars) 2/,41872
17035,"Cumberland, IL",1,Personal income (thousands of dollars),401742
17035,"Cumberland, IL",2,Population (persons) 1/,10898
17035,"Cumberland, IL",3,Per capita personal income (dollars) 2/,36864
17037,"DeKalb, IL",1,Personal income (thousands of dollars),3753582
17037,"DeKalb, IL",2,Population (persons) 1/,104352
17037,"DeKalb, IL",3,Per capita personal income (dollars) 2/,35970
17039,"De Witt, IL",1,Personal income (thousands of dollars),674024
17039,"De Witt, IL",2,Population (persons) 1/,16247
17039,"De Witt, IL",3,Per capita personal income (dollars) 2/,41486
17041,"Douglas, IL",1,Personal income (thousands of dollars),877044
17041,"Douglas, IL",2,Population (persons) 1/,19823
17041,"Douglas, IL",3,Per capita personal income (dollars) 2/,44244
17043,"DuPage, IL",1,Personal income (thousands of dollars),59813856
17043,"DuPage, IL",2,Population (persons) 1/,933736
17043,"DuPage, IL",3,Per capita personal income (dollars) 2/,64059
17045,"Edgar, IL",1,Personal income (thousands of dollars),659393
17045,"Edgar, IL",2,Population (persons) 1/,17664
17045,"Edgar, IL",3,Per capita personal income (dollars) 2/,37330
17047,"Edwards, IL",1,Personal income (thousands of dollars),225395
17047,"Edwards, IL",2,Population (persons) 1/,6534
17047,"Edwards, IL",3,Per capita personal income (dollars) 2/,34496
17049,"Effingham, IL",1,Personal income (thousands of dollars),1466155
17049,"Effingham, IL",2,Population (persons) 1/,34371
17049,"Effingham, IL",3,Per capita personal income (dollars) 2/,42657
17051,"Fayette, IL",1,Personal income (thousands of dollars),649078
17051,"Fayette, IL",2,Population (persons) 1/,22043
17051,"Fayette, IL",3,Per capita personal income (dollars) 2/,29446
17053,"Ford, IL",1,Personal income (thousands of dollars),664573
17053,"Ford, IL",2,Population (persons) 1/,13736
17053,"Ford, IL",3,Per capita personal income (dollars) 2/,48382
17055,"Franklin, IL",1,Personal income (thousands of dollars),1319483
17055,"Franklin, IL",2,Population (persons) 1/,39485
17055,"Franklin, IL",3,Per capita personal income (dollars) 2/,33417
17057,"Fulton, IL",1,Personal income (thousands of dollars),1194526
17057,"Fulton, IL",2,Population (persons) 1/,35699
17057,"Fulton, IL",3,Per capita personal income (dollars) 2/,33461
17059,"Gallatin, IL",1,Personal income (thousands of dollars),205553
17059,"Gallatin, IL",2,Population (persons) 1/,5265
17059,"Gallatin, IL",3,Per capita personal income (dollars) 2/,39041
17061,"Greene, IL",1,Personal income (thousands of dollars),449569
17061,"Greene, IL",2,Population (persons) 1/,13241
17061,"Greene, IL",3,Per capita personal income (dollars) 2/,33953
17063,"Grundy, IL",1,Personal income (thousands of dollars),2422448
17063,"Grundy, IL",2,Population (persons) 1/,50541
17063,"Grundy, IL",3,Per capita personal income (dollars) 2/,47930
17065,"Hamilton, IL",1,Personal income (thousands of dollars),327667
17065,"Hamilton, IL",2,Population (persons) 1/,8200
17065,"Hamilton, IL",3,Per capita personal income (dollars) 2/,39959
17067,"Hancock, IL",1,Personal income (thousands of dollars),730115
17067,"Hancock, IL",2,Population (persons) 1/,18543
17067,"Hancock, IL",3,Per capita personal income (dollars) 2/,39374
17069,"Hardin, IL",1,Personal income (thousands of dollars),139310
17069,"Hardin, IL",2,Population (persons) 1/,4135
17069,"Hardin, IL",3,Per capita personal income (dollars) 2/,33690
17071,"Henderson, IL",1,Personal income (thousands of dollars),256445
17071,"Henderson, IL",2,Population (persons) 1/,6995
17071,"Henderson, IL",3,Per capita personal income (dollars) 2/,36661
17073,"Henry, IL",1,Personal income (thousands of dollars),2079018
17073,"Henry, IL",2,Population (persons) 1/,49489
17073,"Henry, IL",3,Per capita personal income (dollars) 2/,42010
17075,"Iroquois, IL",1,Personal income (thousands of dollars),1127397
17075,"Iroquois, IL",2,Population (persons) 1/,28672
17075,"Iroquois, IL",3,Per capita personal income (dollars) 2/,39320
17077,"Jackson, IL",1,Personal income (thousands of dollars),1980476
17077,"Jackson, IL",2,Population (persons) 1/,59362
17077,"Jackson, IL",3,Per capita personal income (dollars) 2/,33363
17079,"Jasper, IL",1,Personal income (thousands of dollars),365278
17079,"Jasper, IL",2,Population (persons) 1/,9607
17079,"Jasper, IL",3,Per capita personal income (dollars) 2/,38022
17081,"Jefferson, IL",1,Personal income (thousands of dollars),1399622
17081,"Jefferson, IL",2,Population (persons) 1/,38353
17081,"Jefferson, IL",3,Per capita personal income (dollars) 2/,36493
17083,"Jersey, IL",1,Personal income (thousands of dollars),820969
17083,"Jersey, IL",2,Population (persons) 1/,22372
17083,"Jersey, IL",3,Per capita personal income (dollars) 2/,36696
17085,"Jo Daviess, IL",1,Personal income (thousands of dollars),1017733
17085,"Jo Daviess, IL",2,Population (persons) 1/,22086
17085,"Jo Daviess, IL",3,Per capita personal income (dollars) 2/,46080
17087,"Johnson, IL",1,Personal income (thousands of dollars),332841
17087,"Johnson, IL",2,Population (persons) 1/,12762
17087,"Johnson, IL",3,Per capita personal income (dollars) 2/,26081
17089,"Kane, IL",1,Personal income (thousands of dollars),23971167
17089,"Kane, IL",2,Population (persons) 1/,530847
17089,"Kane, IL",3,Per capita personal income (dollars) 2/,45156
17091,"Kankakee, IL",1,Personal income (thousands of dollars),4107989
17091,"Kankakee, IL",2,Population (persons) 1/,110879
17091,"Kankakee, IL",3,Per capita personal income (dollars) 2/,37049
17093,"Kendall, IL",1,Personal income (thousands of dollars),5416548
17093,"Kendall, IL",2,Population (persons) 1/,123355
17093,"Kendall, IL",3,Per capita personal income (dollars) 2/,43910
17095,"Knox, IL",1,Personal income (thousands of dollars),1941796
17095,"Knox, IL",2,Population (persons) 1/,51441
17095,"Knox, IL",3,Per capita personal income (dollars) 2/,37748
17097,"Lake, IL",1,Personal income (thousands of dollars),49151975
17097,"Lake, IL",2,Population (persons) 1/,703910
17097,"Lake, IL",3,Per capita personal income (dollars) 2/,69827
17099,"LaSalle, IL",1,Personal income (thousands of dollars),4406807
17099,"LaSalle, IL",2,Population (persons) 1/,111333
17099,"LaSalle, IL",3,Per capita personal income (dollars) 2/,39582
17101,"Lawrence, IL",1,Personal income (thousands of dollars),597790
17101,"Lawrence, IL",2,Population (persons) 1/,16491
17101,"Lawrence, IL",3,Per capita personal income (dollars) 2/,36249
17103,"Lee, IL",1,Personal income (thousands of dollars),1310572
17103,"Lee, IL",2,Population (persons) 1/,34584
17103,"Lee, IL",3,Per capita personal income (dollars) 2/,37895
17105,"Livingston, IL",1,Personal income (thousands of dollars),1463546
17105,"Livingston, IL",2,Population (persons) 1/,36671
17105,"Livingston, IL",3,Per capita personal income (dollars) 2/,39910
17107,"Logan, IL",1,Personal income (thousands of dollars),995309
17107,"Logan, IL",2,Population (persons) 1/,29494
17107,"Logan, IL",3,Per capita personal income (dollars) 2/,33746
17109,"McDonough, IL",1,Personal income (thousands of dollars),1063239
17109,"McDonough, IL",2,Population (persons) 1/,31333
17109,"McDonough, IL",3,Per capita personal income (dollars) 2/,33934
17111,"McHenry, IL",1,Personal income (thousands of dollars),15200285
17111,"McHenry, IL",2,Population (persons) 1/,307343
17111,"McHenry, IL",3,Per capita personal income (dollars) 2/,49457
17113,"McLean, IL",1,Personal income (thousands of dollars),7735332
17113,"McLean, IL",2,Population (persons) 1/,173166
17113,"McLean, IL",3,Per capita personal income (dollars) 2/,44670
17115,"Macon, IL",1,Personal income (thousands of dollars),4762391
17115,"Macon, IL",2,Population (persons) 1/,107303
17115,"Macon, IL",3,Per capita personal income (dollars) 2/,44383
17117,"Macoupin, IL",1,Personal income (thousands of dollars),1664290
17117,"Macoupin, IL",2,Population (persons) 1/,46045
17117,"Macoupin, IL",3,Per capita personal income (dollars) 2/,36145
17119,"Madison, IL",1,Personal income (thousands of dollars),11172796
17119,"Madison, IL",2,Population (persons) 1/,266209
17119,"Madison, IL",3,Per capita personal income (dollars) 2/,41970
17121,"Marion, IL",1,Personal income (thousands of dollars),1481543
17121,"Marion, IL",2,Population (persons) 1/,38339
17121,"Marion, IL",3,Per capita personal income (dollars) 2/,38643
17123,"Marshall, IL",1,Personal income (thousands of dollars),484165
17123,"Marshall, IL",2,Population (persons) 1/,11982
17123,"Marshall, IL",3,Per capita personal income (dollars) 2/,40408
17125,"Mason, IL",1,Personal income (thousands of dollars),487479
17125,"Mason, IL",2,Population (persons) 1/,13701
17125,"Mason, IL",3,Per capita personal income (dollars) 2/,35580
17127,"Massac, IL",1,Personal income (thousands of dollars),514270
17127,"Massac, IL",2,Population (persons) 1/,14766
17127,"Massac, IL",3,Per capita personal income (dollars) 2/,34828
17129,"Menard, IL",1,Personal income (thousands of dollars),498771
17129,"Menard, IL",2,Population (persons) 1/,12444
17129,"Menard, IL",3,Per capita personal income (dollars) 2/,40081
17131,"Mercer, IL",1,Personal income (thousands of dollars),642049
17131,"Mercer, IL",2,Population (persons) 1/,15858
17131,"Mercer, IL",3,Per capita personal income (dollars) 2/,40487
17133,"Monroe, IL",1,Personal income (thousands of dollars),1737209
17133,"Monroe, IL",2,Population (persons) 1/,33879
17133,"Monroe, IL",3,Per capita personal income (dollars) 2/,51277
17135,"Montgomery, IL",1,Personal income (thousands of dollars),960961
17135,"Montgomery, IL",2,Population (persons) 1/,28898
17135,"Montgomery, IL",3,Per capita personal income (dollars) 2/,33254
17137,"Morgan, IL",1,Personal income (thousands of dollars),1245345
17137,"Morgan, IL",2,Population (persons) 1/,34828
17137,"Morgan, IL",3,Per capita personal income (dollars) 2/,35757
17139,"Moultrie, IL",1,Personal income (thousands of dollars),722261
17139,"Moultrie, IL",2,Population (persons) 1/,14931
17139,"Moultrie, IL",3,Per capita personal income (dollars) 2/,48373
17141,"Ogle, IL",1,Personal income (thousands of dollars),2102399
17141,"Ogle, IL",2,Population (persons) 1/,51659
17141,"Ogle, IL",3,Per capita personal income (dollars) 2/,40698
17143,"Peoria, IL",1,Personal income (thousands of dollars),8766540
17143,"Peoria, IL",2,Population (persons) 1/,186221
17143,"Peoria, IL",3,Per capita personal income (dollars) 2/,47076
17145,"Perry, IL",1,Personal income (thousands of dollars),737707
17145,"Perry, IL",2,Population (persons) 1/,21543
17145,"Perry, IL",3,Per capita personal income (dollars) 2/,34243
17147,"Piatt, IL",1,Personal income (thousands of dollars),756104
17147,"Piatt, IL",2,Population (persons) 1/,16387
17147,"Piatt, IL",3,Per capita personal income (dollars) 2/,46140
17149,"Pike, IL",1,Personal income (thousands of dollars),568464
17149,"Pike, IL",2,Population (persons) 1/,15989
17149,"Pike, IL",3,Per capita personal income (dollars) 2/,35553
17151,"Pope, IL",1,Personal income (thousands of dollars),134919
17151,"Pope, IL",2,Population (persons) 1/,4226
17151,"Pope, IL",3,Per capita personal income (dollars) 2/,31926
17153,"Pulaski, IL",1,Personal income (thousands of dollars),192899
17153,"Pulaski, IL",2,Population (persons) 1/,5678
17153,"Pulaski, IL",3,Per capita personal income (dollars) 2/,33973
17155,"Putnam, IL",1,Personal income (thousands of dollars),296498
17155,"Putnam, IL",2,Population (persons) 1/,5644
17155,"Putnam, IL",3,Per capita personal income (dollars) 2/,52533
17157,"Randolph, IL",1,Personal income (thousands of dollars),1087563
17157,"Randolph, IL",2,Population (persons) 1/,32852
17157,"Randolph, IL",3,Per capita personal income (dollars) 2/,33105
17159,"Richland, IL",1,Personal income (thousands of dollars),605373
17159,"Richland, IL",2,Population (persons) 1/,16029
17159,"Richland, IL",3,Per capita personal income (dollars) 2/,37767
