date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
2009-7-2,55,39,47,84,Rain,2
2009-7-3,60,46,54,87,Rain,3
2009-7-4,57,44,50,92,Rain,4
2009-7-5,59,50,54,85,Rain,3
2009-7-6,59,48,54,87,Rain,3
2009-7-7,59,46,52,83,Rain,3
2009-7-8,55,48,52,88,Rain,4
2009-7-9,53,41,47,85,Fog,2
2009-7-10,53,35,44,87,NA,1
2009-7-11,50,46,48,89,Rain,4
2009-7-12,51,46,48,72,Rain,4
2009-7-13,53,39,47,74,NA,1
2009-7-14,59,37,48,86,Rain,4
2009-7-15,60,53,56,87,Rain,2
2009-7-16,60,48,54,91,Rain,4
2009-7-17,55,42,48,96,Fog-Rain,5
2009-7-18,57,50,54,81,Rain,5
2009-7-19,59,51,55,79,Rain,3
2009-7-20,57,48,54,84,Rain,4
2009-7-21,57,44,50,83,Rain,3
2009-7-22,60,50,56,84,Rain,3
2009-7-23,60,44,52,88,Fog-Rain,4
2009-7-24,59,46,52,82,Rain,2
2009-7-25,51,41,46,73,NA,1
2009-7-26,53,39,46,80,NA,2
2009-7-27,53,37,45,80,NA,3
2009-7-28,55,39,47,85,NA,2
2009-7-29,57,50,54,87,Rain,5
2009-7-30,60,48,54,83,Rain,3
2009-7-31,60,46,53,82,Rain,2
2009-8-1,59,48,54,89,Rain,4
2009-8-2,59,46,52,80,Rain,3
2009-8-3,57,48,52,75,Rain,4
2009-8-4,60,44,52,77,Rain,4
2009-8-5,57,48,52,78,NA,1
2009-8-6,59,37,48,88,NA,2
2009-8-7,59,41,50,85,Fog,2
2009-8-8,57,41,49,78,NA,2
2009-8-9,57,44,50,70,NA,4
2009-8-10,59,51,55,64,NA,3
2009-8-11,59,50,54,73,NA,3
2009-8-12,60,48,54,81,Rain,3
2009-8-13,60,51,56,85,Rain,3
2009-8-14,59,55,57,90,Rain,6
2009-8-15,62,53,60,90,Rain,5
2009-8-16,60,55,58,91,Rain,6
2009-8-17,59,55,57,81,Rain,3
2009-8-18,60,51,56,83,NA,5
2009-8-19,59,50,54,87,Rain,4
2009-8-20,59,50,54,81,Rain,4
2009-8-21,60,48,54,77,NA,1
2009-8-22,60,50,55,80,NA,1
2009-8-23,59,46,52,84,NA,3
2009-8-24,60,51,56,80,Rain,4
2009-8-25,60,50,55,88,Rain,4
2009-8-26,62,53,58,82,Rain-Thunderstorm,4
2009-8-27,62,55,58,76,Rain,3
2009-8-28,64,51,58,77,NA,3
2009-8-29,62,50,56,86,NA,3
2009-8-30,64,55,60,93,Rain,6
2009-8-31,60,51,56,79,Rain,4
2009-9-1,62,48,55,85,Rain,2
2009-9-2,60,50,55,81,NA,2
2009-9-3,59,50,54,72,NA,2
2009-9-4,55,42,48,69,Rain,1
2009-9-5,57,41,49,69,NA,1
2009-9-6,59,39,49,84,NA,NA
2009-9-7,60,39,50,88,NA,1
2009-9-8,62,42,52,89,Fog,4
2009-9-9,60,44,52,82,NA,4
2009-9-10,60,51,56,80,NA,6
2009-9-11,59,55,57,92,Rain,6
2009-9-12,62,57,60,92,Rain,5
2009-9-13,66,53,60,93,NA,4
2009-9-14,66,48,57,90,Fog,3
2009-9-15,62,48,55,89,NA,3
2009-9-16,64,50,57,86,NA,2
2009-9-17,64,51,58,93,NA,3
2009-9-18,60,50,55,86,Fog,5
2009-9-19,60,51,56,93,Rain,4
2009-9-20,59,48,54,79,NA,4
2009-9-21,62,44,53,80,NA,3
2009-9-22,62,53,58,90,Rain,5
2009-9-23,62,57,60,93,Rain,6
2009-9-24,64,55,60,98,Rain,6
2009-9-25,66,55,60,88,Rain,5
2009-9-26,62,55,58,89,Rain,5
2009-9-27,62,55,58,82,Rain,3
2009-9-28,64,53,60,90,Rain,3
2009-9-29,62,50,56,92,Rain-Thunderstorm,3
2009-9-30,62,53,58,88,Rain,4
2009-10-1,60,55,58,83,Rain,5
2009-10-2,62,55,58,82,NA,5
2009-10-3,64,59,62,93,Rain,6
2009-10-4,62,46,55,94,Rain,6
2009-10-5,48,42,45,94,Rain,6
2009-10-6,57,44,50,79,Rain,3
2009-10-7,59,51,55,80,NA,3
2009-10-8,60,51,56,71,NA,6
2009-10-9,60,50,55,90,Rain,5
2009-10-10,59,48,54,83,Rain,4
2009-10-11,59,42,50,75,NA,2
2009-10-12,60,46,53,79,NA,4
2009-10-13,60,46,53,84,NA,2
2009-10-14,64,51,58,88,Rain,3
2009-10-15,62,59,60,97,Rain,6
2009-10-16,68,57,62,81,NA,3
2009-10-17,68,53,60,86,Rain,3
2009-10-18,62,53,58,83,Rain,3
2009-10-19,62,51,56,81,Rain,2
2009-10-20,60,53,56,81,Rain,4
2009-10-21,60,44,52,76,NA,2
2009-10-22,60,55,58,79,Rain,6
2009-10-23,60,53,56,79,Rain,3
2009-10-24,60,48,54,74,NA,1
2009-10-25,62,48,55,81,NA,2
2009-10-26,62,46,54,91,Rain,5
2009-10-27,59,55,57,87,Rain,5
2009-10-28,62,55,58,83,Rain,4
2009-10-29,59,51,55,72,Rain,3
2009-10-30,60,41,50,69,NA,2
2009-10-31,60,46,53,77,NA,1
2009-11-1,62,53,58,80,NA,3
2009-11-2,60,53,56,85,Rain,6
2009-11-3,64,55,60,88,Rain,6
2009-11-4,66,55,60,86,Rain,5
2009-11-5,64,57,60,96,Rain,5
2009-11-6,64,55,60,79,NA,3
2009-11-7,62,53,58,70,NA,5
2009-11-8,64,57,60,80,Rain,5
2009-11-9,62,55,58,84,Rain,5
2009-11-10,66,55,60,82,NA,4
2009-11-11,64,53,58,82,Rain,5
2009-11-12,68,50,59,67,NA,2
2009-11-13,62,48,55,76,Rain,3
2009-11-14,64,53,58,78,Rain,3
2009-11-15,64,55,60,85,Rain,6
2009-11-16,64,57,60,79,Rain,5
2009-11-17,64,55,60,75,NA,3
2009-11-18,68,59,64,87,Rain,6
2009-11-19,64,57,60,78,NA,6
2009-11-20,64,55,60,82,Rain,6
2009-11-21,68,59,64,82,NA,5
2009-11-22,64,60,62,96,Rain,6
2009-11-23,68,55,62,89,NA,4
2009-11-24,66,59,62,92,NA,6
2009-11-25,64,57,60,76,NA,2
2009-11-26,66,57,62,77,NA,4
2009-11-27,64,57,60,75,NA,3
2009-11-28,68,57,62,80,Rain,6
2009-11-29,69,60,64,91,Rain,6
2009-11-30,69,60,64,93,NA,6
2009-12-1,75,62,68,88,Rain,5
2009-12-2,69,64,66,98,Rain,5
2009-12-3,71,62,66,89,Rain,5
2009-12-4,62,57,60,91,Rain,5
2009-12-5,68,55,62,86,Rain,4
2009-12-6,71,51,61,82,NA,2
2009-12-7,66,59,62,79,Rain,3
2009-12-8,66,57,62,78,NA,3
2009-12-9,69,57,63,82,NA,2
2009-12-10,75,55,65,85,NA,2
2009-12-11,77,57,67,84,NA,4
2009-12-12,71,62,66,84,Rain,4
2009-12-13,69,55,62,71,NA,2
2009-12-14,69,60,64,82,Rain,4
2009-12-15,64,57,60,69,Rain,4
2009-12-16,66,51,58,65,NA,3
2009-12-17,68,57,62,73,NA,2
2009-12-18,68,55,62,79,NA,4
2009-12-19,71,59,65,76,NA,3
2009-12-20,71,60,66,80,Rain,4
2009-12-21,66,57,62,66,Rain,4
2009-12-22,71,53,62,74,NA,3
2009-12-23,71,60,66,78,Rain,4
2009-12-24,73,59,66,76,NA,1
2009-12-25,75,57,66,74,NA,1
2009-12-26,73,59,66,80,NA,1
2009-12-27,73,59,66,79,NA,3
2009-12-28,75,66,70,82,NA,3
2009-12-29,71,66,68,89,Rain,5
2009-12-30,71,62,66,82,Rain,5
2009-12-31,68,59,64,65,NA,3
2010-1-1,69,60,64,70,NA,4
2010-1-2,75,59,67,72,NA,3
2010-1-3,78,57,68,76,NA,2
2010-1-4,69,62,66,79,Rain,5
2010-1-5,68,60,64,66,NA,3
2010-1-6,75,53,64,73,NA,2
2010-1-7,73,57,65,75,NA,3
2010-1-8,71,60,66,74,Rain,3
2010-1-9,59,57,58,69,NA,2
2010-1-10,71,62,68,59,NA,2
2010-1-11,68,57,62,74,Rain,4
2010-1-12,69,55,62,77,NA,3
2010-1-13,69,60,64,76,NA,4
2010-1-14,73,60,66,79,NA,2
2010-1-15,75,59,67,77,NA,2
2010-1-16,78,64,71,74,NA,1
2010-1-17,71,62,66,85,NA,6
2010-1-18,77,64,70,81,NA,4
2010-1-19,78,64,71,76,NA,4
2010-1-20,77,64,70,82,NA,4
2010-1-21,75,66,70,86,Rain,4
2010-1-22,69,62,66,82,Rain,4
2010-1-23,69,62,66,86,Rain,6
2010-1-24,69,62,66,83,Rain,5
2010-1-25,77,60,68,77,NA,3
2010-1-26,77,64,70,76,NA,2
2010-1-27,78,62,70,78,NA,3
2010-1-28,78,62,70,82,Rain-Thunderstorm,3
2010-1-29,80,60,70,71,NA,2
2010-1-30,80,62,71,80,Rain,2
2010-1-31,73,68,70,86,Rain,5
2010-2-1,75,68,72,89,Rain,5
2010-2-2,75,66,72,79,NA,3
2010-2-3,77,64,70,74,NA,2
2010-2-4,77,62,70,74,NA,2
2010-2-5,75,62,68,79,NA,3
2010-2-6,75,64,70,76,NA,5
2010-2-7,77,66,72,77,Rain,3
2010-2-8,75,62,68,84,Rain,2
2010-2-9,77,64,70,80,NA,2
2010-2-10,73,66,70,75,Rain,4
2010-2-11,77,64,70,77,NA,3
2010-2-12,78,60,69,79,NA,3
2010-2-13,78,68,73,81,Rain,4
2010-2-14,77,69,73,89,Rain,5
2010-2-15,75,68,72,87,Rain,4
2010-2-16,75,66,70,87,Rain,5
2010-2-17,82,68,75,85,NA,3
2010-2-18,78,69,74,83,Rain,5
2010-2-19,71,64,68,80,Rain,4
2010-2-20,75,60,68,74,NA,1
2010-2-21,75,57,66,78,NA,3
2010-2-22,78,59,68,79,NA,2
2010-2-23,78,66,72,67,NA,3
2010-2-24,80,64,72,74,NA,2
2010-2-25,75,66,70,84,Rain,4
2010-2-26,73,64,68,70,Rain,3
2010-2-27,77,59,68,74,NA,2
2010-2-28,77,59,68,66,NA,1
2010-3-1,78,62,70,73,NA,1
2010-3-2,75,62,68,80,Rain,2
2010-3-3,71,62,66,81,Rain,4
2010-3-4,71,62,68,73,NA,3
2010-3-5,75,59,67,83,NA,2
2010-3-6,80,62,71,72,Rain,1
2010-3-7,75,57,66,58,NA,1
2010-3-8,73,57,65,71,NA,3
2010-3-9,75,57,66,76,NA,1
2010-3-10,75,60,68,79,NA,1
2010-3-11,73,64,68,76,Rain,4
2010-3-12,69,62,66,74,Rain,4
2010-3-13,68,51,60,68,Rain,4
2010-3-14,71,60,66,79,Rain,3
2010-3-15,71,62,66,75,Rain,6
2010-3-16,66,59,62,75,NA,6
2010-3-17,71,59,66,71,NA,2
2010-3-18,64,48,56,60,NA,2
2010-3-19,68,62,65,77,NA,6
2010-3-20,73,62,68,84,NA,3
2010-3-21,73,60,66,87,NA,3
2010-3-22,75,60,68,82,NA,2
2010-3-23,73,60,68,84,Rain,3
2010-3-24,75,59,67,88,Rain,4
2010-3-25,68,60,64,79,Rain,4
2010-3-26,69,62,66,82,Rain,4
2010-3-27,71,62,66,82,NA,5
2010-3-28,75,62,68,81,NA,3
2010-3-29,71,60,66,68,NA,4
2010-3-30,73,53,63,72,NA,2
2010-3-31,71,57,64,72,Rain,2
2010-4-1,69,57,63,75,NA,3
2010-4-2,71,57,64,77,NA,6
2010-4-3,71,55,63,76,Rain,2
2010-4-4,71,57,64,90,Rain,4
2010-4-5,75,59,67,83,Fog-Rain,3
2010-4-6,69,59,64,89,Rain,4
2010-4-7,66,55,60,76,NA,2
2010-4-8,68,50,59,67,NA,NA
2010-4-9,68,50,59,74,NA,2
2010-4-10,69,50,60,77,NA,2
2010-4-11,71,50,60,79,NA,2
2010-4-12,69,51,60,76,NA,1
2010-4-13,68,55,62,80,NA,3
2010-4-14,69,62,66,85,Rain,3
2010-4-15,68,60,64,81,Rain,5
2010-4-16,66,57,62,77,Rain,3
2010-4-17,64,48,56,84,Rain,6
2010-4-18,68,59,64,77,NA,5
2010-4-19,66,59,62,86,Rain,5
2010-4-20,64,57,60,82,Rain,4
2010-4-21,66,51,58,90,Rain,5
2010-4-22,64,57,60,86,Rain,6
2010-4-23,66,57,62,89,Rain,4
2010-4-24,69,59,64,91,NA,3
2010-4-25,69,57,63,92,NA,3
2010-4-26,69,59,64,88,NA,3
2010-4-27,69,62,66,93,Rain,6
2010-4-28,66,55,60,89,Fog,1
2010-4-29,68,53,60,90,NA,2
2010-4-30,69,50,60,84,Fog-Rain,3
2010-5-1,62,57,60,88,Rain,4
2010-5-2,62,48,55,76,NA,1
2010-5-3,62,46,54,86,NA,4
2010-5-4,64,51,58,76,Rain,4
2010-5-5,64,48,56,75,NA,NA
2010-5-6,60,44,52,79,NA,7
2010-5-7,62,57,60,66,NA,6
2010-5-8,62,57,60,74,NA,6
2010-5-9,66,55,60,85,Rain,3
2010-5-10,68,53,60,81,NA,2
2010-5-11,68,55,62,77,NA,5
2010-5-12,66,62,64,93,Rain,6
2010-5-13,69,59,64,91,NA,4
2010-5-14,68,57,62,85,NA,1
2010-5-15,66,59,62,86,Rain,2
2010-5-16,66,53,60,82,NA,3
2010-5-17,62,51,56,90,NA,1
2010-5-18,64,50,57,93,NA,2
2010-5-19,64,46,55,93,Fog,1
2010-5-20,59,46,52,98,Fog-Rain,4
2010-5-21,57,53,55,97,Rain,5
2010-5-22,62,46,55,91,NA,1
2010-5-23,60,44,52,97,Rain,2
2010-5-24,62,57,60,97,Rain,5
2010-5-25,60,51,56,88,Rain,3
2010-5-26,62,55,58,86,Rain,3
2010-5-27,62,53,58,95,Rain,4
2010-5-28,62,51,56,93,Rain,4
2010-5-29,59,51,55,89,Rain,4
2010-5-30,59,46,52,86,Rain,1
2010-5-31,59,46,52,88,NA,2
2010-6-1,59,50,54,96,Rain,5
2010-6-2,64,53,58,95,NA,2
2010-6-3,60,50,56,92,NA,3
2010-6-4,59,44,52,88,NA,NA
2010-6-5,62,46,54,86,Rain,4
2010-6-6,64,57,60,96,Rain,6
2010-6-7,62,53,58,88,Rain,4
2010-6-8,55,46,52,86,Rain,3
2010-6-9,57,42,50,72,NA,2
2010-6-10,59,48,54,78,Rain,4
2010-6-11,60,55,58,92,Rain,3
2010-6-12,62,55,58,87,Rain,4
2010-6-13,57,48,52,88,Rain,3
2010-6-14,57,50,54,85,Rain,3
2010-6-15,55,42,48,78,Rain,2
2010-6-16,57,39,48,86,NA,1
2010-6-17,59,41,50,90,Fog,2
2010-6-18,60,44,52,91,NA,3
2010-6-19,60,53,56,84,Rain,3
2010-6-20,62,55,60,94,Fog-Rain,5
2010-6-21,62,53,58,83,Rain,3
2010-6-22,57,50,54,82,Rain,3
2010-6-23,59,44,52,90,Fog,3
2010-6-24,53,46,50,94,Rain,3
2010-6-25,53,48,50,99,Rain,6
2010-6-26,57,44,50,96,Fog-Rain,3
2010-6-27,59,50,54,82,Rain,2
2010-6-28,59,44,52,91,Rain,2
2010-6-29,59,51,55,89,Rain,3
2010-6-30,57,50,54,92,Rain,3
2010-7-1,57,44,50,93,Fog,2
2010-7-2,59,46,52,92,NA,3
2010-7-3,59,41,50,91,NA,2
2010-7-4,57,46,52,93,Rain,4
2010-7-5,59,51,55,87,Rain,5
2010-7-6,60,53,56,77,Rain,1
2010-7-7,57,53,55,88,Rain,3
2010-7-8,55,48,52,85,Rain,3
2010-7-9,53,44,48,76,NA,1
2010-7-10,51,39,45,79,NA,NA
2010-7-11,51,37,44,86,NA,NA
2010-7-12,53,37,45,85,NA,1
2010-7-13,53,41,47,87,NA,2
2010-7-14,55,39,47,85,NA,NA
2010-7-15,55,39,47,89,NA,NA
2010-7-16,55,44,50,97,Rain,6
2010-7-17,57,44,52,94,Rain,3
2010-7-18,57,44,50,94,Fog,2
2010-7-19,55,41,48,96,Rain,6
2010-7-20,57,48,52,85,NA,4
2010-7-21,57,50,54,92,Rain,5
2010-7-22,62,55,58,94,Rain,4
2010-7-23,59,50,54,95,Rain,3
2010-7-24,59,46,52,93,NA,1
2010-7-25,57,46,52,90,NA,3
2010-7-26,59,46,52,92,Rain,4
2010-7-27,59,50,54,84,Rain,3
2010-7-28,57,50,54,86,Rain,4
2010-7-29,57,46,52,93,Rain,3
2010-7-30,55,42,48,96,Fog,4
2010-7-31,59,41,50,91,NA,2
2010-8-1,59,53,56,92,Rain,4
2010-8-2,60,51,56,96,Rain,5
2010-8-3,60,51,56,99,Fog-Rain,7
2010-8-4,60,55,58,98,Rain,6
2010-8-5,59,51,55,95,Fog-Rain,4
2010-8-6,60,48,54,92,NA,3
2010-8-7,59,51,55,98,Rain,4
2010-8-8,55,50,52,91,Rain-Thunderstorm,4
2010-8-9,57,48,52,80,Rain,4
2010-8-10,55,42,48,74,Rain,1
2010-8-11,57,39,48,82,Rain,3
2010-8-12,57,37,47,83,Fog,3
2010-8-13,60,57,58,89,Rain,7
2010-8-14,60,55,58,99,Rain,5
2010-8-15,57,53,55,94,Rain,6
2010-8-16,59,50,54,91,Rain,5
2010-8-17,64,53,58,85,Rain,4
2010-8-18,57,50,54,81,Rain,4
2010-8-19,59,50,54,79,Rain,3
2010-8-20,57,44,50,93,Rain,4
2010-8-21,60,51,56,87,Rain,5
2010-8-22,59,51,55,83,Rain,3
2010-8-23,59,46,52,84,Rain,3
2010-8-24,59,46,52,80,Rain,2
2010-8-25,59,44,52,89,Rain,4
2010-8-26,60,50,55,91,Rain,3
2010-8-27,55,50,53,97,Rain,6
2010-8-28,64,50,57,88,Rain,3
2010-8-29,59,50,54,89,Rain,3
2010-8-30,59,48,54,87,Fog-Rain,4
2010-8-31,59,51,55,83,Rain,3
2010-9-1,59,46,52,81,NA,1
2010-9-2,57,44,50,90,Rain,6
2010-9-3,57,50,54,78,Rain,3
2010-9-4,57,48,52,71,Rain,3
2010-9-5,59,50,54,71,NA,6
2010-9-6,64,53,58,80,Rain,5
2010-9-7,60,53,56,96,Rain,6
2010-9-8,64,50,57,89,Rain,3
2010-9-9,60,53,56,94,Rain,6
2010-9-10,60,48,56,81,Rain,3
2010-9-11,60,48,54,93,Rain,4
2010-9-12,66,57,62,90,Rain,5
2010-9-13,59,51,56,83,Rain,5
2010-9-14,64,50,57,81,Rain,4
2010-9-15,59,44,54,75,Rain,2
2010-9-16,64,46,55,90,Rain,5
2010-9-17,62,48,55,79,Rain-Thunderstorm,4
2010-9-18,60,50,55,73,Rain,4
2010-9-19,60,51,56,76,Rain,4
2010-9-20,60,50,55,75,Rain,3
2010-9-21,59,51,55,82,Rain,4
2010-9-22,55,48,52,73,Rain,3
2010-9-23,60,50,55,79,Rain,4
2010-9-24,62,48,55,78,Rain,3
2010-9-25,62,53,58,86,Rain,5
2010-9-26,64,51,58,86,NA,3
2010-9-27,64,55,60,88,NA,3
2010-9-28,68,51,60,85,NA,3
2010-9-29,68,55,62,88,NA,2
2010-9-30,62,59,60,94,Rain,5
2010-10-1,62,53,58,79,Rain,4
2010-10-2,60,50,55,71,NA,3
2010-10-3,62,48,55,81,NA,2
2010-10-4,64,46,55,78,NA,2
2010-10-5,64,46,55,80,NA,3
2010-10-6,60,53,56,78,NA,3
2010-10-7,62,55,58,79,NA,3
2010-10-8,64,53,58,77,NA,2
2010-10-9,62,53,58,77,Rain,4
2010-10-10,60,50,55,67,Rain,4
2010-10-11,55,44,50,74,Rain,3
2010-10-12,60,44,52,59,Rain,2
2010-10-13,62,50,56,75,Rain,5
2010-10-14,69,55,62,84,Rain,3
2010-10-15,62,57,60,88,NA,5
2010-10-16,62,55,58,79,NA,5
2010-10-17,64,55,60,83,Rain,5
2010-10-18,60,51,56,76,Rain,3
2010-10-19,62,46,54,70,NA,3
2010-10-20,59,51,55,73,Rain,3
2010-10-21,59,51,55,75,Rain,4
2010-10-22,60,51,56,72,Rain,3
2010-10-23,62,48,55,82,NA,1
2010-10-24,69,46,58,82,NA,1
2010-10-25,66,51,58,79,NA,1
2010-10-26,68,51,60,80,NA,1
2010-10-27,68,51,60,81,NA,3
2010-10-28,68,51,60,80,NA,2
2010-10-29,69,53,61,72,NA,2
2010-10-30,66,53,60,78,Rain,4
2010-10-31,64,50,57,60,NA,4
2010-11-1,68,48,58,63,NA,2
2010-11-2,62,51,58,67,Rain,3
2010-11-3,64,50,57,77,Rain,3
2010-11-4,68,50,59,80,NA,3
2010-11-5,62,55,60,82,Rain,5
2010-11-6,62,53,58,68,Rain,1
2010-11-7,64,51,58,67,NA,1
2010-11-8,64,46,55,80,NA,2
2010-11-9,66,51,58,81,NA,4
2010-11-10,66,53,60,77,NA,3
2010-11-11,66,57,62,80,Rain,6
2010-11-12,66,59,62,84,Rain,6
2010-11-13,69,57,63,79,NA,3
2010-11-14,68,60,64,81,NA,5
2010-11-15,68,57,64,84,Rain,4
2010-11-16,71,55,63,80,NA,3
2010-11-17,69,55,62,78,NA,1
2010-11-18,73,55,64,81,NA,3
2010-11-19,73,60,66,86,Rain,5
2010-11-20,71,64,68,92,Rain,5
2010-11-21,64,60,62,79,Rain,4
2010-11-22,66,59,62,70,NA,4
2010-11-23,62,53,58,78,NA,4
2010-11-24,68,50,59,70,NA,2
2010-11-25,66,55,60,74,NA,5
2010-11-26,69,60,64,77,NA,4
2010-11-27,71,59,65,82,NA,3
2010-11-28,73,60,66,81,NA,5
2010-11-29,75,60,68,82,NA,4
2010-11-30,71,60,66,83,NA,5
2010-12-1,77,59,68,79,NA,5
2010-12-2,69,60,64,81,Rain,5
2010-12-3,71,60,66,78,NA,5
2010-12-4,69,62,66,77,NA,5
2010-12-5,71,62,66,69,NA,3
2010-12-6,71,60,66,73,NA,3
2010-12-7,69,62,66,77,Rain,5
2010-12-8,71,60,66,70,NA,2
2010-12-9,73,57,65,75,NA,2
2010-12-10,69,59,64,65,NA,2
2010-12-11,75,57,66,69,Rain,3
2010-12-12,77,64,70,82,Rain,4
2010-12-13,78,64,71,78,NA,2
2010-12-14,75,68,72,91,Rain,7
2010-12-15,77,64,70,78,NA,3
2010-12-16,69,64,66,90,Rain,6
2010-12-17,75,66,70,91,Rain,6
2010-12-18,73,68,70,92,Rain,6
2010-12-19,71,66,68,96,Rain,6
2010-12-20,75,66,70,94,Rain,6
2010-12-21,80,69,74,84,Rain,3
2010-12-22,82,68,75,82,NA,4
2010-12-23,71,62,68,72,NA,3
2010-12-24,71,62,66,81,Rain,6
2010-12-25,68,60,64,67,NA,3
2010-12-26,69,60,64,70,NA,4
2010-12-27,75,57,66,83,Rain,4
2010-12-28,73,64,68,86,Rain,4
2010-12-29,69,60,64,70,NA,2
2010-12-30,75,59,67,81,NA,5
2010-12-31,69,64,66,82,NA,4
2011-1-1,69,64,66,75,NA,3
2011-1-2,77,60,68,79,NA,2
2011-1-3,75,59,67,80,NA,1
2011-1-4,75,60,68,81,NA,3
2011-1-5,77,64,70,75,NA,4
2011-1-6,75,68,72,85,Rain,5
2011-1-7,78,68,73,85,NA,4
2011-1-8,73,62,68,72,NA,3
2011-1-9,75,62,68,68,NA,4
2011-1-10,73,62,68,62,NA,4
2011-1-11,75,60,68,72,NA,2
2011-1-12,75,62,68,70,NA,3
2011-1-13,75,64,70,69,Rain,3
2011-1-14,78,60,69,75,NA,2
2011-1-15,78,64,71,73,NA,2
2011-1-16,77,59,68,70,NA,2
2011-1-17,78,59,68,84,Rain,5
2011-1-18,75,69,72,97,Rain,6
2011-1-19,75,68,72,79,Rain,5
2011-1-20,75,60,68,68,NA,2
2011-1-21,73,62,68,71,Rain,3
2011-1-22,68,60,64,91,Rain,6
2011-1-23,75,60,68,92,Rain,6
2011-1-24,69,64,66,87,Rain,6
2011-1-25,73,64,68,79,NA,4
2011-1-26,77,62,70,82,NA,2
2011-1-27,73,64,68,77,NA,1
2011-1-28,73,62,68,90,Rain,4
2011-1-29,69,64,66,79,Rain,5
2011-1-30,69,62,66,66,NA,6
2011-1-31,75,64,70,74,NA,5
2011-2-1,69,64,66,78,NA,3
2011-2-2,75,64,70,83,NA,4
2011-2-3,75,68,72,92,NA,7
2011-2-4,75,69,72,91,Rain,6
2011-2-5,77,69,73,87,NA,7
2011-2-6,77,69,73,86,NA,5
2011-2-7,77,68,72,82,NA,5
2011-2-8,77,64,72,87,Rain,3
2011-2-9,71,62,66,76,Rain,4
2011-2-10,69,62,66,71,NA,2
2011-2-11,78,62,70,76,NA,4
2011-2-12,78,68,73,81,NA,6
2011-2-13,82,68,75,78,NA,4
2011-2-14,78,64,71,85,NA,3
2011-2-15,75,64,70,79,NA,4
2011-2-16,69,66,68,87,Rain,5
2011-2-17,75,62,68,72,NA,2
2011-2-18,75,59,67,72,NA,1
2011-2-19,73,59,66,81,NA,1
2011-2-20,75,64,70,81,NA,3
2011-2-21,75,66,70,81,NA,4
2011-2-22,78,66,72,84,Rain,5
2011-2-23,73,64,68,83,Rain,4
2011-2-24,71,64,68,72,NA,4
2011-2-25,73,64,68,74,NA,3
2011-2-26,73,64,68,76,NA,2
2011-2-27,71,62,68,72,NA,2
2011-2-28,75,57,66,80,NA,2
2011-3-1,77,59,68,79,NA,1
2011-3-2,75,66,70,82,Rain,4
2011-3-3,77,60,68,81,Rain,4
2011-3-4,78,64,71,87,Rain,4
2011-3-5,71,64,68,94,Rain,5
2011-3-6,66,57,62,77,Rain,3
2011-3-7,68,50,59,68,NA,1
2011-3-8,68,51,60,70,NA,1
2011-3-9,71,51,61,78,NA,2
2011-3-10,71,53,62,80,NA,2
2011-3-11,71,53,62,80,NA,2
2011-3-12,73,55,64,84,NA,2
2011-3-13,73,57,65,84,NA,1
2011-3-14,77,60,68,80,NA,2
2011-3-15,77,59,68,78,NA,2
2011-3-16,75,60,68,78,NA,2
2011-3-17,77,59,68,80,NA,2
2011-3-18,73,60,66,88,Rain,3
2011-3-19,71,59,65,75,Rain,2
2011-3-20,71,53,62,82,NA,2
2011-3-21,69,64,66,87,Rain,3
2011-3-22,73,64,68,88,Rain,4
2011-3-23,75,62,68,80,NA,3
2011-3-24,71,60,66,71,NA,3
2011-3-25,68,62,65,83,Rain,3
2011-3-26,71,64,68,96,Rain,5
2011-3-27,73,66,70,93,Rain,4
2011-3-28,69,60,64,74,Rain,4
2011-3-29,69,53,61,83,NA,2
2011-3-30,71,55,63,77,NA,1
2011-3-31,69,51,60,78,NA,3
2011-4-1,69,60,64,79,Rain,3
2011-4-2,69,53,61,72,NA,1
2011-4-3,73,55,64,82,Rain,2
2011-4-4,73,62,68,77,NA,3
2011-4-5,64,53,58,80,Rain,4
2011-4-6,66,55,60,72,Rain,3
2011-4-7,66,59,62,78,Rain,4
2011-4-8,66,53,60,79,Rain,4
2011-4-9,68,55,62,84,NA,4
2011-4-10,68,53,60,86,NA,4
2011-4-11,69,55,62,88,NA,2
2011-4-12,68,53,60,81,NA,2
2011-4-13,68,53,60,89,NA,2
2011-4-14,71,57,64,83,Fog,2
2011-4-15,71,55,63,84,NA,1
2011-4-16,68,62,65,90,Rain,3
2011-4-17,69,59,64,86,Rain,3
2011-4-18,60,50,56,75,Rain,3
2011-4-19,62,46,54,70,NA,5
2011-4-20,66,57,62,81,Rain,4
2011-4-21,68,53,60,86,NA,2
2011-4-22,66,55,60,88,NA,2
2011-4-23,69,55,62,83,NA,2
2011-4-24,69,57,63,87,NA,2
2011-4-25,66,60,63,95,Rain,5
2011-4-26,64,59,62,88,Rain,6
2011-4-27,66,59,62,89,Rain,5
2011-4-28,62,55,58,78,Rain,3
2011-4-29,62,51,56,72,NA,1
2011-4-30,62,48,55,78,NA,1
2011-5-1,66,57,62,75,Rain,3
2011-5-2,64,60,62,89,Rain,5
2011-5-3,68,60,64,97,Rain,5
2011-5-4,69,57,64,92,Fog,2
2011-5-5,64,53,58,96,Fog,3
2011-5-6,69,59,64,92,Rain,4
2011-5-7,66,55,60,84,Rain,4
